frame,time,entity_id,selected_candidate_id,u,v,radius_px,selection_source,vlm_label,vlm_confidence,hard_track_distance_px,hard_validation,candidate_count,unique_entity_count
180,7.458333,target_sphere,candidate_a,700.286,518.621,14.116,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
181,7.500000,target_sphere,candidate_a,701.803,481.360,13.303,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
182,7.541667,target_sphere,candidate_a,704.030,449.855,13.541,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
183,7.583333,target_sphere,candidate_a,705.104,424.494,13.422,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
184,7.625000,target_sphere,candidate_a,706.439,406.690,12.841,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
185,7.666667,target_sphere,candidate_a,707.707,397.071,12.878,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
186,7.708333,target_sphere,candidate_a,708.528,396.651,13.339,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
187,7.750000,target_sphere,candidate_a,709.417,407.549,13.946,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
188,7.791667,target_sphere,candidate_a,709.836,427.956,15.002,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
189,7.833333,target_sphere,candidate_a,710.204,461.261,15.797,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
190,7.875000,target_sphere,candidate_a,709.668,509.362,17.761,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
191,7.916667,target_sphere,candidate_a,710.282,571.613,18.873,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
192,7.958333,target_sphere,candidate_a,706.570,637.497,20.905,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
193,8.000000,target_sphere,candidate_a,705.307,621.845,19.207,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
194,8.041667,target_sphere,candidate_a,707.276,564.004,18.195,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
195,8.083333,target_sphere,candidate_a,704.104,508.300,17.187,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
196,8.125000,target_sphere,candidate_a,703.429,463.528,16.916,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
197,8.166667,target_sphere,candidate_a,702.745,425.804,15.635,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
198,8.208333,target_sphere,candidate_a,703.040,395.219,14.874,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
199,8.250000,target_sphere,candidate_a,702.623,372.418,12.841,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
200,8.291667,target_sphere,candidate_a,717.423,340.244,12.976,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
201,8.333333,target_sphere,candidate_a,736.395,304.024,13.739,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
202,8.375000,target_sphere,candidate_a,753.359,272.457,12.729,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
203,8.416667,target_sphere,candidate_a,766.181,249.875,11.424,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
204,8.458333,target_sphere,candidate_a,777.211,235.756,10.925,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
205,8.500000,target_sphere,candidate_a,785.954,228.022,10.013,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
206,8.541667,target_sphere,candidate_a,794.917,226.238,9.641,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
207,8.583333,target_sphere,candidate_a,802.562,229.220,9.132,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
208,8.625000,target_sphere,candidate_a,804.665,233.934,10.202,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
209,8.666667,target_sphere,candidate_a,795.489,228.541,9.253,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
210,8.708333,target_sphere,candidate_a,785.233,227.784,9.288,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
211,8.750000,target_sphere,candidate_a,776.259,232.913,9.474,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
212,8.791667,target_sphere,candidate_a,767.500,244.408,9.575,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
213,8.833333,target_sphere,candidate_a,757.884,261.152,10.202,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
214,8.875000,target_sphere,candidate_a,748.927,284.725,10.388,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
215,8.916667,target_sphere,candidate_a,740.323,314.761,11.085,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
216,8.958333,target_sphere,candidate_a,732.528,351.564,11.767,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
217,9.000000,target_sphere,candidate_a,724.445,394.566,12.653,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
218,9.041667,target_sphere,candidate_a,715.489,445.755,13.658,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
219,9.083333,target_sphere,candidate_a,706.431,506.432,14.240,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
220,9.125000,target_sphere,candidate_a,698.191,561.042,12.940,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
221,9.166667,target_sphere,candidate_a,695.407,533.383,13.001,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
222,9.208333,target_sphere,candidate_a,696.700,499.079,12.578,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
223,9.250000,target_sphere,candidate_a,697.700,470.215,12.309,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
224,9.291667,target_sphere,candidate_a,697.811,449.824,13.399,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
225,9.333333,target_sphere,candidate_a,695.076,440.570,11.326,vlm_proposal_hard_rejected,candidate_b,0.980,0.000,vlm_copy_rejected_by_persistent_identity_continuity,2,1
226,9.375000,target_sphere,candidate_a,691.181,441.644,3.141,vlm_proposal_hard_rejected,candidate_b,0.980,0.000,vlm_copy_rejected_by_persistent_identity_continuity,3,1
227,9.416667,target_sphere,candidate_a,686.857,451.271,9.918,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
228,9.458333,target_sphere,candidate_a,683.218,468.723,11.170,vlm_proposal_hard_rejected,candidate_b,0.980,0.000,vlm_copy_rejected_by_persistent_identity_continuity,2,1
229,9.500000,target_sphere,candidate_a,681.564,492.244,17.859,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
230,9.541667,target_sphere,candidate_a,679.698,447.393,14.831,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
231,9.583333,target_sphere,candidate_a,678.082,414.664,13.866,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
232,9.625000,target_sphere,candidate_a,676.295,390.965,14.417,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
233,9.666667,target_sphere,candidate_a,685.259,364.313,11.942,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
234,9.708333,target_sphere,candidate_a,710.867,328.185,14.863,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
235,9.750000,target_sphere,candidate_a,736.720,295.596,12.270,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
236,9.791667,target_sphere,candidate_a,758.391,272.808,11.562,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
237,9.833333,target_sphere,candidate_a,777.624,255.850,10.630,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
238,9.875000,target_sphere,candidate_a,795.222,248.596,9.236,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
239,9.916667,target_sphere,candidate_a,799.362,243.889,12.179,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
240,9.958333,target_sphere,candidate_a,789.380,234.719,9.491,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
