frame,time,m17_phase_rad,m17_phase_deg,m14_phase_rad,m14_phase_deg,is_error_frame,phase_correction_rad,phase_correction_deg,vlm_visibility,handle_z_sin_m14,handle_z_sin_m17,mug_yaw_deg,m43_phase_rad,m43_phase_deg,m43_source
150,6.208333,-0.401425728,-23.000000,-0.390481,-22.3729,0,-0.002762,-0.1583,visible,-0.352253,-0.354837,1.7477,-0.401425728,-23.000000,smooth_entry_physical_phase_no_hide
151,6.250000,-0.408975465,-23.432568,-0.386242,-22.1301,0,-0.002410,-0.1381,visible,-0.348743,-0.351001,1.7196,-0.408975465,-23.432568,smooth_entry_physical_phase_no_hide
152,6.291667,-0.416537218,-23.865825,-0.384375,-22.0231,0,-0.001488,-0.0853,visible,-0.347384,-0.348779,1.6957,-0.416537218,-23.865825,smooth_entry_physical_phase_no_hide
153,6.333333,-0.424092183,-24.298692,-0.384087,-22.0066,0,-0.000110,-0.0063,visible,-0.347423,-0.347527,1.6767,-0.424092183,-24.298692,smooth_entry_physical_phase_no_hide
154,6.375000,-0.431621556,-24.730094,-0.383721,-21.9856,0,0.000941,0.0539,visible,-0.347345,-0.346463,1.6606,-0.431621556,-24.730094,smooth_entry_physical_phase_no_hide
155,6.416667,-0.439106531,-25.158951,-0.382206,-21.8988,0,0.001293,0.0741,visible,-0.346137,-0.344924,1.6476,-0.439106531,-25.158951,smooth_entry_physical_phase_no_hide
156,6.458333,-0.446528305,-25.584187,-0.379041,-21.7174,0,0.000696,0.0399,visible,-0.343294,-0.342640,1.6397,-0.446528305,-25.584187,smooth_entry_physical_phase_no_hide
157,6.500000,-0.453868071,-26.004725,-0.375280,-21.5020,0,-0.000102,-0.0059,visible,-0.339758,-0.339854,1.6398,-0.453868071,-26.004725,smooth_entry_physical_phase_no_hide
158,6.541667,-0.461107027,-26.419487,-0.371608,-21.2916,0,-0.001436,-0.0823,visible,-0.336197,-0.337549,1.6463,-0.461107027,-26.419487,smooth_entry_physical_phase_no_hide
159,6.583333,-0.468226366,-26.827395,-0.367878,-21.0778,0,-0.005274,-0.3022,visible,-0.332565,-0.337534,1.6533,-0.468226366,-26.827395,smooth_entry_physical_phase_no_hide
160,6.625000,-0.475207285,-27.227372,-0.364221,-20.8683,0,-0.013010,-0.7454,visible,-0.329030,-0.341288,1.6584,-0.475207285,-27.227372,smooth_entry_physical_phase_no_hide
161,6.666667,-0.482030978,-27.618341,-0.392499,-22.4886,0,0.008070,0.4624,visible,-0.315759,-0.308091,4.0819,-0.482030978,-27.618341,smooth_entry_physical_phase_no_hide
162,6.708333,-0.488678642,-27.999224,-0.394626,-22.6104,0,0.002628,0.1506,visible,-0.317830,-0.315337,4.0787,-0.488678642,-27.999224,smooth_entry_physical_phase_no_hide
163,6.750000,-0.495131470,-28.368944,-0.397628,-22.7824,0,-0.000940,-0.0539,visible,-0.320716,-0.321607,4.0762,-0.495131470,-28.368944,smooth_entry_physical_phase_no_hide
164,6.791667,-0.501370660,-28.726423,-0.402556,-23.0647,0,-0.002661,-0.1525,visible,-0.325332,-0.327847,4.0790,-0.501370660,-28.726423,smooth_entry_physical_phase_no_hide
165,6.833333,-0.507377405,-29.070584,-0.410055,-23.4944,0,-0.003636,-0.2083,visible,-0.332248,-0.335676,4.0892,-0.507377405,-29.070584,smooth_entry_physical_phase_no_hide
166,6.875000,-0.513132902,-29.400350,-0.420813,-24.1108,0,-0.004381,-0.2510,visible,-0.342062,-0.346175,4.1082,-0.513132902,-29.400350,smooth_entry_physical_phase_no_hide
167,6.916667,-0.518618345,-29.714642,-0.435636,-24.9601,0,-0.004712,-0.2700,visible,-0.355435,-0.359835,4.1400,-0.518618345,-29.714642,smooth_entry_physical_phase_no_hide
168,6.958333,-0.523814931,-30.012385,-0.454891,-26.0634,0,-0.004373,-0.2505,visible,-0.372611,-0.376665,4.1866,-0.523814931,-30.012385,smooth_entry_physical_phase_no_hide
169,7.000000,-0.528703853,-30.292499,-0.478623,-27.4231,0,-0.002630,-0.1507,visible,-0.393539,-0.395956,4.2482,-0.528703853,-30.292499,smooth_entry_physical_phase_no_hide
170,7.041667,-0.533266309,-30.553909,-0.505611,-28.9694,0,0.001235,0.0708,visible,-0.417013,-0.415890,4.3232,-0.533266309,-30.553909,smooth_entry_physical_phase_no_hide
171,7.083333,-0.537483492,-30.795536,-0.532922,-30.5342,0,0.007553,0.4328,visible,-0.440361,-0.433568,4.4072,-0.537483492,-30.795536,smooth_entry_physical_phase_no_hide
172,7.125000,-0.541336599,-31.016302,-0.554377,-31.7635,0,0.013518,0.7745,visible,-0.458094,-0.446036,4.4993,-0.541336599,-31.016302,smooth_entry_physical_phase_no_hide
173,7.166667,-0.544806824,-31.215132,-0.554377,-31.7635,0,0.004790,0.2744,visible,-0.458094,-0.453831,4.4993,-0.544806824,-31.215132,smooth_entry_physical_phase_no_hide
174,7.208333,-0.547875364,-31.390946,-0.554377,-31.7635,0,0.001230,0.0704,visible,-0.458094,-0.457000,4.4993,-0.547875364,-31.390946,smooth_entry_physical_phase_no_hide
175,7.250000,-0.550523412,-31.542668,-0.554377,-31.7635,0,0.000220,0.0126,visible,-0.458094,-0.457898,4.4993,-0.550523412,-31.542668,smooth_entry_physical_phase_no_hide
176,7.291667,-0.552732166,-31.669220,-0.554377,-31.7635,0,0.000026,0.0015,visible,-0.458094,-0.458070,4.4993,-0.552732166,-31.669220,smooth_entry_physical_phase_no_hide
177,7.333333,-0.554482819,-31.769525,-0.554377,-31.7635,0,0.000002,0.0001,visible,-0.458094,-0.458092,4.4993,-0.554482819,-31.769525,smooth_entry_physical_phase_no_hide
178,7.375000,-0.555756567,-31.842506,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.555756567,-31.842506,smooth_entry_physical_phase_no_hide
179,7.416667,-0.556534607,-31.887084,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556534607,-31.887084,smooth_entry_physical_phase_no_hide
180,7.458333,-0.556798132,-31.902183,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556798132,-31.902183,smooth_entry_physical_phase_no_hide
181,7.500000,-0.556798119,-31.902182,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556798119,-31.902182,smooth_entry_physical_phase_no_hide
182,7.541667,-0.556798030,-31.902177,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556798030,-31.902177,smooth_entry_physical_phase_no_hide
183,7.583333,-0.556797788,-31.902163,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556797788,-31.902163,smooth_entry_physical_phase_no_hide
184,7.625000,-0.556797317,-31.902136,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556797317,-31.902136,smooth_entry_physical_phase_no_hide
185,7.666667,-0.556796540,-31.902092,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556796540,-31.902092,smooth_entry_physical_phase_no_hide
186,7.708333,-0.556795381,-31.902025,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556795381,-31.902025,smooth_entry_physical_phase_no_hide
187,7.750000,-0.556793764,-31.901933,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556793764,-31.901933,smooth_entry_physical_phase_no_hide
188,7.791667,-0.556791611,-31.901809,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556791611,-31.901809,smooth_entry_physical_phase_no_hide
189,7.833333,-0.556788848,-31.901651,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556788848,-31.901651,smooth_entry_physical_phase_no_hide
190,7.875000,-0.556785396,-31.901453,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556785396,-31.901453,smooth_entry_physical_phase_no_hide
191,7.916667,-0.556781181,-31.901212,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556781181,-31.901212,smooth_entry_physical_phase_no_hide
192,7.958333,-0.556776125,-31.900922,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556776125,-31.900922,smooth_entry_physical_phase_no_hide
193,8.000000,-0.556770152,-31.900580,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556770152,-31.900580,smooth_entry_physical_phase_no_hide
194,8.041667,-0.556763186,-31.900181,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556763186,-31.900181,smooth_entry_physical_phase_no_hide
195,8.083333,-0.556755149,-31.899720,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556755149,-31.899720,smooth_entry_physical_phase_no_hide
196,8.125000,-0.556745967,-31.899194,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556745967,-31.899194,smooth_entry_physical_phase_no_hide
197,8.166667,-0.556735562,-31.898598,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556735562,-31.898598,smooth_entry_physical_phase_no_hide
198,8.208333,-0.556723858,-31.897927,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556723858,-31.897927,smooth_entry_physical_phase_no_hide
199,8.250000,-0.556710779,-31.897178,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556710779,-31.897178,smooth_entry_physical_phase_no_hide
200,8.291667,-0.556696247,-31.896345,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556696247,-31.896345,smooth_entry_physical_phase_no_hide
201,8.333333,-0.556680188,-31.895425,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556680188,-31.895425,smooth_entry_physical_phase_no_hide
202,8.375000,-0.556662524,-31.894413,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556662524,-31.894413,smooth_entry_physical_phase_no_hide
203,8.416667,-0.556643178,-31.893305,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556643178,-31.893305,smooth_entry_physical_phase_no_hide
204,8.458333,-0.556622075,-31.892096,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556622075,-31.892096,smooth_entry_physical_phase_no_hide
205,8.500000,-0.556599139,-31.890782,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556599139,-31.890782,smooth_entry_physical_phase_no_hide
206,8.541667,-0.556574292,-31.889358,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556574292,-31.889358,smooth_entry_physical_phase_no_hide
207,8.583333,-0.556547458,-31.887820,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556547458,-31.887820,smooth_entry_physical_phase_no_hide
208,8.625000,-0.556518561,-31.886165,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556518561,-31.886165,smooth_entry_physical_phase_no_hide
209,8.666667,-0.556487524,-31.884386,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556487524,-31.884386,smooth_entry_physical_phase_no_hide
210,8.708333,-0.556454272,-31.882481,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556454272,-31.882481,smooth_entry_physical_phase_no_hide
211,8.750000,-0.556418727,-31.880445,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556418727,-31.880445,smooth_entry_physical_phase_no_hide
212,8.791667,-0.556380813,-31.878272,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556380813,-31.878272,smooth_entry_physical_phase_no_hide
213,8.833333,-0.556340454,-31.875960,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556340454,-31.875960,smooth_entry_physical_phase_no_hide
214,8.875000,-0.556297573,-31.873503,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556297573,-31.873503,smooth_entry_physical_phase_no_hide
215,8.916667,-0.556252094,-31.870897,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556252094,-31.870897,smooth_entry_physical_phase_no_hide
216,8.958333,-0.556203941,-31.868138,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556203941,-31.868138,smooth_entry_physical_phase_no_hide
217,9.000000,-0.556153037,-31.865222,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556153037,-31.865222,smooth_entry_physical_phase_no_hide
218,9.041667,-0.556099306,-31.862143,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556099306,-31.862143,smooth_entry_physical_phase_no_hide
219,9.083333,-0.556042671,-31.858898,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.556042671,-31.858898,smooth_entry_physical_phase_no_hide
220,9.125000,-0.555983055,-31.855483,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.555983055,-31.855483,smooth_entry_physical_phase_no_hide
221,9.166667,-0.555920384,-31.851892,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.555920384,-31.851892,smooth_entry_physical_phase_no_hide
222,9.208333,-0.555854579,-31.848121,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.555854579,-31.848121,smooth_entry_physical_phase_no_hide
223,9.250000,-0.555785565,-31.844167,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.555785565,-31.844167,smooth_entry_physical_phase_no_hide
224,9.291667,-0.555713265,-31.840025,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.555713265,-31.840025,smooth_entry_physical_phase_no_hide
225,9.333333,-0.555637603,-31.835690,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.555637603,-31.835690,smooth_entry_physical_phase_no_hide
226,9.375000,-0.555558502,-31.831157,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.555558502,-31.831157,smooth_entry_physical_phase_no_hide
227,9.416667,-0.555475887,-31.826424,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.555475887,-31.826424,smooth_entry_physical_phase_no_hide
228,9.458333,-0.555389680,-31.821485,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.555389680,-31.821485,smooth_entry_physical_phase_no_hide
229,9.500000,-0.555299805,-31.816335,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.555299805,-31.816335,smooth_entry_physical_phase_no_hide
230,9.541667,-0.555206186,-31.810971,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.555206186,-31.810971,smooth_entry_physical_phase_no_hide
231,9.583333,-0.555108746,-31.805388,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.555108746,-31.805388,smooth_entry_physical_phase_no_hide
232,9.625000,-0.555007409,-31.799582,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.555007409,-31.799582,smooth_entry_physical_phase_no_hide
233,9.666667,-0.554902098,-31.793548,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.554902098,-31.793548,smooth_entry_physical_phase_no_hide
234,9.708333,-0.554792738,-31.787282,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.554792738,-31.787282,smooth_entry_physical_phase_no_hide
235,9.750000,-0.554679251,-31.780780,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.554679251,-31.780780,smooth_entry_physical_phase_no_hide
236,9.791667,-0.554561562,-31.774037,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.554561562,-31.774037,smooth_entry_physical_phase_no_hide
237,9.833333,-0.554439593,-31.767049,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.554439593,-31.767049,smooth_entry_physical_phase_no_hide
238,9.875000,-0.554313269,-31.759811,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.554313269,-31.759811,smooth_entry_physical_phase_no_hide
239,9.916667,-0.554182513,-31.752319,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.554182513,-31.752319,smooth_entry_physical_phase_no_hide
240,9.958333,-0.554047249,-31.744569,-0.554377,-31.7635,0,0.000000,0.0000,visible,-0.458094,-0.458094,4.4993,-0.554047249,-31.744569,smooth_entry_physical_phase_no_hide
