frame,time,object_contact_event,hand_mug_contact_state,nearest_articraft_part,semantic_contact_part,active_label,vlm_visibility,vlm_hand_contact_part,vlm_handle_contact,use_this_point_for_hand_attachment,use_previous_grasp_for_hand_attachment,rim_drinking_contact,frame_mode,stable_grasp_local_x,stable_grasp_local_y,stable_grasp_local_z,stable_grasp_conf,stable_grasp_source_frame,stable_grasp_object_part,stable_grasp_object_region,stable_grasp_hand_side,stable_grasp_primary_finger,stable_grasp_fingers,stable_grasp_type,vlm_keyframe_source_frame,vlm_keyframe_object_part,vlm_keyframe_object_region,vlm_keyframe_primary_finger,vlm_keyframe_contact_fingers,vlm_keyframe_grasp_type,current_candidate_local_x,current_candidate_local_y,current_candidate_local_z,hand_to_object_contact_px,hand_contact_3d_gap_m,hand_object_z_gap_m,hand_depth_alignment_needed,vlm_contact_gate,reason
52,2.125000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.082870,-0.030760,-0.002595,0.573474,7,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,53,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,-0.072620,0.022270,-0.004366,12.481,0.123793,0.121592,1,,hidden/occluded/misaligned frame keeps previous stable grasp
53,2.166667,hand_handle_grasp,direct_hand_grasp_point,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,direct_grasp_anchor,-0.069263,0.023825,-0.004366,0.762163,53,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,53,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,-0.069263,0.023825,-0.004366,13.880,0.118935,0.115834,0,,confirmed hand_handle_grasp updates stable object-local anchor
54,2.208333,hand_handle_grasp,direct_hand_grasp_point,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,direct_grasp_anchor,-0.069684,0.024894,-0.003628,0.740810,54,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,53,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,-0.069684,0.024894,-0.003628,14.773,0.111524,0.108200,0,,confirmed hand_handle_grasp updates stable object-local anchor
55,2.250000,hand_handle_grasp,direct_hand_grasp_point,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,direct_grasp_anchor,-0.066046,0.026084,-0.003628,0.730394,55,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,53,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,-0.066046,0.026084,-0.003628,15.851,0.099408,0.094635,0,,confirmed hand_handle_grasp updates stable object-local anchor
56,2.291667,hand_handle_grasp,direct_hand_grasp_point,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,direct_grasp_anchor,-0.066046,0.026084,-0.003628,0.714786,56,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,57,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,-0.066046,0.026084,-0.003628,16.742,0.085497,0.078682,0,,confirmed hand_handle_grasp updates stable object-local anchor
57,2.333333,hand_handle_grasp,direct_hand_grasp_point,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,direct_grasp_anchor,-0.062298,0.026835,-0.003628,0.714325,57,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,57,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,-0.062298,0.026835,-0.003628,17.951,0.073806,0.063214,0,,confirmed hand_handle_grasp updates stable object-local anchor
58,2.375000,hand_handle_grasp,direct_hand_grasp_point,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,direct_grasp_anchor,-0.062298,0.026835,-0.003628,0.724852,58,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,57,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,-0.062298,0.026835,-0.003628,18.234,0.065032,0.051495,0,,confirmed hand_handle_grasp updates stable object-local anchor
59,2.416667,hand_handle_grasp,direct_hand_grasp_point,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,direct_grasp_anchor,-0.058490,0.027137,-0.003628,0.729779,59,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,60,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,-0.058490,0.027137,-0.003628,19.492,0.060714,0.041233,0,,confirmed hand_handle_grasp updates stable object-local anchor
60,2.458333,hand_handle_grasp,direct_hand_grasp_point,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,direct_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,60,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,-0.058490,0.027137,-0.003628,19.422,0.059155,0.038832,0,,confirmed hand_handle_grasp updates stable object-local anchor
61,2.500000,handle_contact_point_misaligned,confirmed_handle_but_projected_point_not_on_hand,handle_loop,handle_loop,left_hand,visible,handle,True,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,60,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,-0.043682,0.023865,-0.003628,29.632,0.165843,0.153452,1,,hidden/occluded/misaligned frame keeps previous stable grasp
62,2.541667,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,60,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,-0.094255,0.026885,0.029922,46.082,0.232751,0.212301,1,,hidden/occluded/misaligned frame keeps previous stable grasp
63,2.583333,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,60,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,-0.105989,0.033560,0.036760,47.998,0.250468,0.229689,1,,hidden/occluded/misaligned frame keeps previous stable grasp
64,2.625000,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.118885,0.046607,0.037106,46.672,0.276087,0.259059,1,,hidden/occluded/misaligned frame keeps previous stable grasp
65,2.666667,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.089716,0.021135,0.037948,49.084,0.251161,0.230236,1,,hidden/occluded/misaligned frame keeps previous stable grasp
66,2.708333,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.086569,0.026255,0.046761,48.638,0.259501,0.239934,1,,hidden/occluded/misaligned frame keeps previous stable grasp
67,2.750000,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.085278,0.020197,0.062767,51.346,0.273382,0.253702,1,,hidden/occluded/misaligned frame keeps previous stable grasp
68,2.791667,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.119914,0.053114,0.074817,48.877,0.322187,0.308786,1,,hidden/occluded/misaligned frame keeps previous stable grasp
69,2.833333,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.103006,0.029060,0.061707,48.760,0.306331,0.293071,1,,hidden/occluded/misaligned frame keeps previous stable grasp
70,2.875000,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.120937,0.043635,0.062267,48.590,0.331995,0.319915,1,,hidden/occluded/misaligned frame keeps previous stable grasp
71,2.916667,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.118348,0.040892,0.052537,50.253,0.329667,0.316836,1,,hidden/occluded/misaligned frame keeps previous stable grasp
72,2.958333,rim_drinking_contact,held_during_rim_drinking,handle_loop,rim_ring,left_hand,hidden,body,False,0,1,1,rim_contact_keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.102722,0.025368,0.052940,51.497,0.308388,0.293266,1,,rim/mouth contact is not a hand anchor; keep previous grasp
73,3.000000,rim_drinking_contact,held_during_rim_drinking,handle_loop,rim_ring,left_hand,hidden,body,False,0,1,1,rim_contact_keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.112340,0.030436,0.055072,53.116,0.321034,0.306335,1,,rim/mouth contact is not a hand anchor; keep previous grasp
74,3.041667,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.115397,0.037525,0.057086,51.984,0.326735,0.313495,1,,hidden/occluded/misaligned frame keeps previous stable grasp
75,3.083333,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.078145,0.014378,0.050663,52.214,0.291151,0.274547,1,,hidden/occluded/misaligned frame keeps previous stable grasp
76,3.125000,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.073441,0.006126,0.056219,55.733,0.290926,0.271119,1,,hidden/occluded/misaligned frame keeps previous stable grasp
77,3.166667,rim_drinking_contact,held_during_rim_drinking,handle_loop,rim_ring,left_hand,hidden,body,False,0,1,1,rim_contact_keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.078224,0.014950,0.059585,54.305,0.299187,0.282368,1,,rim/mouth contact is not a hand anchor; keep previous grasp
78,3.208333,rim_drinking_contact,held_during_rim_drinking,handle_loop,rim_ring,left_hand,hidden,body,False,0,1,1,rim_contact_keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.084054,0.031398,0.067716,51.431,0.312514,0.298923,1,,rim/mouth contact is not a hand anchor; keep previous grasp
79,3.250000,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.082772,0.027708,0.076215,53.797,0.316570,0.301559,1,,hidden/occluded/misaligned frame keeps previous stable grasp
80,3.291667,occluded_hand_mug_grasp,held_during_occlusion,body_shell,body_shell,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.084763,0.038663,0.087772,52.405,0.328141,0.314920,1,,hidden/occluded/misaligned frame keeps previous stable grasp
81,3.333333,occluded_hand_mug_grasp,held_during_occlusion,body_shell,body_shell,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.088918,0.039536,0.098558,53.480,0.339025,0.326544,1,,hidden/occluded/misaligned frame keeps previous stable grasp
82,3.375000,occluded_hand_mug_grasp,held_during_occlusion,body_shell,body_shell,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.070748,0.034562,0.092697,51.660,0.322409,0.309228,1,,hidden/occluded/misaligned frame keeps previous stable grasp
83,3.416667,rim_drinking_contact,held_during_rim_drinking,body_shell,rim_ring,left_hand,hidden,body,False,0,1,1,rim_contact_keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.044549,0.003058,0.060867,51.363,0.275482,0.258390,1,,rim/mouth contact is not a hand anchor; keep previous grasp
84,3.458333,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.102600,0.043350,0.083787,49.663,0.334957,0.323415,1,,hidden/occluded/misaligned frame keeps previous stable grasp
85,3.500000,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.115767,0.037598,0.058813,49.047,0.329009,0.317712,1,,hidden/occluded/misaligned frame keeps previous stable grasp
86,3.541667,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.131949,0.048799,0.035715,45.064,0.344196,0.334056,1,,hidden/occluded/misaligned frame keeps previous stable grasp
87,3.583333,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.137367,0.044081,0.032148,45.232,0.347045,0.334963,1,,hidden/occluded/misaligned frame keeps previous stable grasp
88,3.625000,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.124854,0.040007,0.029426,41.314,0.329484,0.317410,1,,hidden/occluded/misaligned frame keeps previous stable grasp
89,3.666667,handle_contact_point_misaligned,confirmed_handle_but_projected_point_not_on_hand,handle_loop,handle_loop,left_hand,visible,handle,True,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.047598,0.024253,-0.004366,27.282,0.240085,0.230150,1,,hidden/occluded/misaligned frame keeps previous stable grasp
90,3.708333,handle_contact_point_misaligned,confirmed_handle_but_projected_point_not_on_hand,handle_loop,handle_loop,left_hand,visible,handle,True,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.051431,0.023981,-0.004751,27.325,0.232377,0.221420,1,,hidden/occluded/misaligned frame keeps previous stable grasp
91,3.750000,handle_contact_point_misaligned,confirmed_handle_but_projected_point_not_on_hand,handle_loop,handle_loop,left_hand,visible,handle,True,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.054917,0.024538,-0.004751,27.163,0.232173,0.222115,1,,hidden/occluded/misaligned frame keeps previous stable grasp
92,3.791667,handle_contact_point_misaligned,confirmed_handle_but_projected_point_not_on_hand,handle_loop,handle_loop,left_hand,visible,handle,True,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.058441,0.024677,-0.004751,26.026,0.233542,0.224451,1,,hidden/occluded/misaligned frame keeps previous stable grasp
93,3.833333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.061958,0.024398,-0.004751,24.924,0.236588,0.228330,1,,hidden/occluded/misaligned frame keeps previous stable grasp
94,3.875000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.068783,0.022605,-0.004751,22.609,0.239930,0.233369,1,,hidden/occluded/misaligned frame keeps previous stable grasp
95,3.916667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.068783,0.022605,-0.004751,21.835,0.233043,0.226629,1,,hidden/occluded/misaligned frame keeps previous stable grasp
96,3.958333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.075030,0.019253,-0.004751,20.062,0.228721,0.223442,1,,hidden/occluded/misaligned frame keeps previous stable grasp
97,4.000000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.080372,0.014521,-0.004751,18.425,0.224714,0.220044,1,,hidden/occluded/misaligned frame keeps previous stable grasp
98,4.041667,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.106608,0.021316,0.028965,33.124,0.249949,0.239047,1,,hidden/occluded/misaligned frame keeps previous stable grasp
99,4.083333,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.156898,0.024262,0.019132,32.895,0.287124,0.279113,1,,hidden/occluded/misaligned frame keeps previous stable grasp
100,4.125000,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.153605,0.034305,0.005992,32.449,0.268928,0.259482,1,,hidden/occluded/misaligned frame keeps previous stable grasp
101,4.166667,occluded_hand_mug_grasp,held_during_occlusion,body_shell,body_shell,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.014372,-0.010136,0.047875,31.340,0.213731,0.204348,1,,hidden/occluded/misaligned frame keeps previous stable grasp
102,4.208333,occluded_hand_mug_grasp,held_during_occlusion,bottom_disk,bottom_disk,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.005569,-0.002126,0.036729,27.773,0.171279,0.160339,1,,hidden/occluded/misaligned frame keeps previous stable grasp
103,4.250000,occluded_hand_mug_grasp,held_during_occlusion,body_shell,body_shell,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,0.032872,-0.013263,0.020351,26.616,0.104630,0.084477,0,,hidden/occluded/misaligned frame keeps previous stable grasp
104,4.291667,occluded_hand_mug_grasp,held_during_occlusion,body_shell,body_shell,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,0.054903,-0.012614,0.022210,25.576,0.073784,0.038272,0,,hidden/occluded/misaligned frame keeps previous stable grasp
105,4.333333,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.084405,0.019688,0.040999,18.349,0.181309,0.176351,1,,hidden/occluded/misaligned frame keeps previous stable grasp
106,4.375000,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.119610,0.004276,0.040348,14.841,0.184848,0.183054,1,,hidden/occluded/misaligned frame keeps previous stable grasp
