frame,time,contact_u,contact_v,contact_source,contact_conf,contact_proxy_depth_m,object_ref_depth_m,contact_depth_offset_m,camera_x,camera_y,camera_z,mug_local_x,mug_local_y,mug_local_z,nearest_articraft_part,semantic_contact_part,nearest_vertex_index,nearest_vertex_dist_m_canonical,nearest_vertex_local_x,nearest_vertex_local_y,nearest_vertex_local_z,active_label,active_label_conf,active_part_u,active_part_v,handle_contact_selection,object_contact_event,hand_mug_contact_state,use_this_point_for_hand_attachment,use_previous_grasp_for_hand_attachment,rim_drinking_contact,hand_contact_u,hand_contact_v,hand_to_object_contact_px,hand_contact_3d_gap_m,hand_object_z_gap_m,hand_depth_alignment_needed,hand_contact_reason,vlm_visibility,vlm_visible_side,vlm_occlusion_reason,vlm_hand_contact_part,vlm_handle_contact,vlm_body_contact,vlm_rim_contact,vlm_constraint,vlm_confidence
47,1.916667,499.163,146.957,articraft_surface_contact_region_keyframe_affine,1.000000,3.575241,3.605026,-0.029786,-0.342860,-0.518642,3.575241,-0.147701,0.050635,0.092080,handle_loop,body_shell_or_occluded_handle_region,580,0.114932,-0.084620,0.013135,0.003628,left_hand,0.948162,530.957,143.839,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,31.947,0.241412,0.230050,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
48,1.958333,523.061,138.836,articraft_handle_mesh_nearest_active_hand,0.953612,3.683245,3.640976,0.042269,-0.293282,-0.554677,3.683245,-0.081348,0.015395,-0.004366,handle_loop,handle_loop,609,0.000000,-0.081348,0.015395,-0.004366,left_hand,0.953612,528.822,139.540,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,523.061,138.836,5.804,0.123736,0.122505,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,right,none,handle,True,False,False,force_visible,0.95
49,2.000000,520.188,135.371,articraft_handle_mesh_nearest_active_hand,0.892525,3.682230,3.691742,-0.009512,-0.300406,-0.563212,3.682230,-0.078703,0.018026,-0.004366,handle_loop,handle_loop,631,0.000000,-0.078703,0.018026,-0.004366,left_hand,0.892525,527.459,137.107,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,520.188,135.371,7.476,0.124553,0.123409,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,right,none,handle,True,False,False,force_visible,0.95
50,2.041667,516.874,132.547,articraft_handle_mesh_nearest_active_hand,0.845366,3.683943,3.683625,0.000318,-0.308858,-0.570558,3.683943,-0.075780,0.020328,-0.004366,handle_loop,handle_loop,653,0.000000,-0.075780,0.020328,-0.004366,left_hand,0.845366,525.670,134.185,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,516.874,132.547,8.948,0.125136,0.123622,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,right,none,handle,True,False,False,force_visible,0.95
51,2.083333,514.751,130.283,articraft_handle_mesh_nearest_active_hand,0.825417,3.685350,3.638322,0.047028,-0.314302,-0.576457,3.685350,-0.072620,0.022270,-0.004366,handle_loop,handle_loop,675,0.000000,-0.072620,0.022270,-0.004366,left_hand,0.825417,524.643,132.302,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,514.751,130.283,10.096,0.124982,0.123264,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,right,none,handle,True,False,False,force_visible,0.95
52,2.125000,511.616,127.200,articraft_handle_mesh_nearest_active_hand,0.785221,3.687221,3.591600,0.095621,-0.322333,-0.584489,3.687221,-0.072620,0.022270,-0.004366,handle_loop,handle_loop,675,0.000000,-0.072620,0.022270,-0.004366,left_hand,0.785221,523.658,130.482,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,511.616,127.200,12.481,0.123793,0.121592,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,right,none,handle,True,False,False,force_visible,0.95
53,2.166667,509.315,125.616,articraft_handle_mesh_nearest_active_hand,0.762163,3.693204,3.597832,0.095372,-0.328642,-0.589423,3.693204,-0.069263,0.023825,-0.004366,handle_loop,handle_loop,697,0.000000,-0.069263,0.023825,-0.004366,left_hand,0.762163,522.858,128.659,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp,direct_hand_grasp_point,1,0,0,509.315,125.616,13.880,0.118935,0.115834,0,active hand is near Articraft handle contact point,visible,right,none,handle,True,False,False,force_visible,0.95
54,2.208333,508.011,122.670,articraft_handle_mesh_nearest_active_hand,0.740810,3.700865,3.596673,0.104192,-0.332612,-0.598070,3.700865,-0.069684,0.024894,-0.003628,handle_loop,handle_loop,696,0.000000,-0.069684,0.024894,-0.003628,left_hand,0.740810,521.992,127.441,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp,direct_hand_grasp_point,1,0,0,508.011,122.670,14.773,0.111524,0.108200,0,active hand is near Articraft handle contact point,visible,right,none,handle,True,False,False,force_visible,0.95
55,2.250000,506.543,121.283,articraft_handle_mesh_nearest_active_hand,0.730394,3.714034,3.602650,0.111384,-0.337508,-0.603704,3.714034,-0.066046,0.026084,-0.003628,handle_loop,handle_loop,718,0.000000,-0.066046,0.026084,-0.003628,left_hand,0.730394,521.562,126.349,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp,direct_hand_grasp_point,1,0,0,506.543,121.283,15.851,0.099408,0.094635,0,active hand is near Articraft handle contact point,visible,right,none,handle,True,False,False,force_visible,0.95
56,2.291667,505.261,119.306,articraft_handle_mesh_nearest_active_hand,0.714786,3.730195,3.605340,0.124855,-0.342232,-0.611354,3.730195,-0.066046,0.026084,-0.003628,handle_loop,handle_loop,718,0.000000,-0.066046,0.026084,-0.003628,left_hand,0.714786,520.903,125.273,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp,direct_hand_grasp_point,1,0,0,505.261,119.306,16.742,0.085497,0.078682,0,active hand is near Articraft handle contact point,visible,right,none,handle,True,False,False,force_visible,0.95
57,2.333333,503.609,117.789,articraft_handle_mesh_nearest_active_hand,0.714325,3.747090,3.780144,-0.033054,-0.347996,-0.617992,3.747090,-0.062298,0.026835,-0.003628,handle_loop,handle_loop,740,0.000000,-0.062298,0.026835,-0.003628,left_hand,0.714325,520.346,124.280,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp,direct_hand_grasp_point,1,0,0,503.609,117.789,17.951,0.073806,0.063214,0,active hand is near Articraft handle contact point,visible,right,none,handle,True,False,False,force_visible,0.95
58,2.375000,503.084,115.447,articraft_handle_mesh_nearest_active_hand,0.724852,3.760968,3.709504,0.051464,-0.350631,-0.626279,3.760968,-0.062298,0.026835,-0.003628,handle_loop,handle_loop,740,0.000000,-0.062298,0.026835,-0.003628,left_hand,0.724852,519.540,123.299,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp,direct_hand_grasp_point,1,0,0,503.084,115.447,18.234,0.065032,0.051495,0,active hand is near Articraft handle contact point,visible,right,none,handle,True,False,False,force_visible,0.95
59,2.416667,501.134,114.543,articraft_handle_mesh_nearest_active_hand,0.729779,3.772301,3.648889,0.123412,-0.356696,-0.630488,3.772301,-0.058490,0.027137,-0.003628,handle_loop,handle_loop,762,0.000000,-0.058490,0.027137,-0.003628,left_hand,0.729779,519.033,122.261,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp,direct_hand_grasp_point,1,0,0,501.134,114.543,19.492,0.060714,0.041233,0,active hand is near Articraft handle contact point,visible,right,none,handle,True,False,False,force_visible,0.95
60,2.458333,500.716,113.084,articraft_handle_mesh_nearest_active_hand,0.774549,3.775329,3.617642,0.157687,-0.358056,-0.634744,3.775329,-0.058490,0.027137,-0.003628,handle_loop,handle_loop,762,0.000000,-0.058490,0.027137,-0.003628,left_hand,0.774549,518.427,121.055,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp,direct_hand_grasp_point,1,0,0,500.716,113.084,19.422,0.059155,0.038832,0,active hand is near Articraft handle contact point,visible,right,none,handle,True,False,False,force_visible,0.95
61,2.500000,488.632,116.489,articraft_handle_mesh_nearest_active_hand,0.738522,3.661299,3.612086,0.049213,-0.377366,-0.607084,3.661299,-0.043682,0.023865,-0.003628,handle_loop,handle_loop,850,0.000000,-0.043682,0.023865,-0.003628,left_hand,0.738522,518.071,119.867,articraft_handle_mesh_nearest_active_hand,handle_contact_point_misaligned,confirmed_handle_but_projected_point_not_on_hand,0,1,0,,,29.632,0.165843,0.153452,1,"VLM confirms handle contact, but projected Articraft handle point is too far from active hand; do not use this wrong point, fit handle/mug pose first",visible,right,none,handle,True,False,False,force_visible,0.95
62,2.541667,472.321,111.266,articraft_surface_contact_region_keyframe_affine,1.000000,3.602587,3.626465,-0.023878,-0.411328,-0.610161,3.602587,-0.094255,0.026885,0.029922,handle_loop,body_shell_or_occluded_handle_region,602,0.030847,-0.082204,0.016163,0.003628,left_hand,0.753656,517.807,118.655,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,46.082,0.232751,0.212301,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
63,2.583333,469.884,111.396,articraft_surface_contact_region_keyframe_affine,1.000000,3.585391,3.611852,-0.026461,-0.415314,-0.606932,3.585391,-0.105989,0.033560,0.036760,handle_loop,body_shell_or_occluded_handle_region,602,0.044340,-0.082204,0.016163,0.003628,left_hand,0.757305,517.509,117.366,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,47.998,0.250468,0.229689,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,temporal_short_visible_island,body,False,True,False,force_hidden_temporal_filter,0.95
64,2.625000,470.866,110.917,articraft_surface_contact_region_keyframe_affine,1.000000,3.556518,3.584752,-0.028233,-0.409592,-0.603204,3.556518,-0.118885,0.046607,0.037106,handle_loop,body_shell_or_occluded_handle_region,603,0.058128,-0.082870,0.016760,0.002595,left_hand,0.790813,517.229,116.280,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,46.672,0.276087,0.259059,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
65,2.666667,469.037,106.629,articraft_surface_contact_region_keyframe_affine,1.000000,3.584497,3.592026,-0.007530,-0.417278,-0.618415,3.584497,-0.089716,0.021135,0.037948,handle_loop,body_shell_or_occluded_handle_region,601,0.035082,-0.081348,0.015395,0.004366,left_hand,0.809888,517.386,115.094,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,49.084,0.251161,0.230236,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,temporal_short_visible_island,body,False,True,False,force_hidden_temporal_filter,0.95
66,2.708333,469.257,106.132,articraft_surface_contact_region_keyframe_affine,1.000000,3.572518,3.589610,-0.017092,-0.415348,-0.617558,3.572518,-0.086569,0.026255,0.046761,handle_loop,body_shell_or_occluded_handle_region,622,0.043886,-0.077833,0.017045,0.004751,left_hand,0.793823,517.235,114.117,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,48.638,0.259501,0.239934,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
67,2.750000,467.383,102.610,articraft_surface_contact_region_keyframe_affine,1.000000,3.557592,3.584322,-0.026731,-0.418153,-0.623509,3.557592,-0.085278,0.020197,0.062767,handle_loop,body_shell_or_occluded_handle_region,600,0.058499,-0.080372,0.014521,0.004751,left_hand,0.786620,517.594,113.346,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,51.346,0.273382,0.253702,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
68,2.791667,469.804,102.109,articraft_surface_contact_region_keyframe_affine,1.000000,3.501573,3.557098,-0.055524,-0.405796,-0.614886,3.501573,-0.119914,0.053114,0.074817,handle_loop,body_shell_or_occluded_handle_region,602,0.088631,-0.082204,0.016163,0.003628,left_hand,0.787777,517.514,112.725,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,48.877,0.322187,0.308786,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
69,2.833333,470.507,98.450,articraft_surface_contact_region_keyframe_affine,1.000000,3.516021,3.550027,-0.034006,-0.405787,-0.626183,3.516021,-0.103006,0.029060,0.061707,handle_loop,body_shell_or_occluded_handle_region,579,0.062742,-0.083683,0.012470,0.004366,left_hand,0.812398,517.310,112.124,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,48.760,0.306331,0.293071,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
70,2.875000,470.322,99.576,articraft_surface_contact_region_keyframe_affine,1.000000,3.488410,3.526634,-0.038224,-0.403040,-0.618591,3.488410,-0.120937,0.043635,0.062267,handle_loop,body_shell_or_occluded_handle_region,580,0.075417,-0.084620,0.013135,0.003628,left_hand,0.810965,517.376,111.695,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,48.590,0.331995,0.319915,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
71,2.916667,469.200,97.763,articraft_surface_contact_region_keyframe_affine,1.000000,3.490705,3.521974,-0.031268,-0.405972,-0.623307,3.490705,-0.118348,0.040892,0.052537,handle_loop,body_shell_or_occluded_handle_region,580,0.065576,-0.084620,0.013135,0.003628,left_hand,0.806933,517.572,111.383,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,50.253,0.329667,0.316836,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
72,2.958333,468.089,97.020,articraft_surface_contact_region_keyframe_affine,1.000000,3.513309,3.531482,-0.018173,-0.411259,-0.629121,3.513309,-0.102722,0.025368,0.052940,handle_loop,rim_ring,579,0.053743,-0.083683,0.012470,0.004366,left_hand,0.804730,517.616,111.128,,rim_drinking_contact,held_during_rim_drinking,0,1,1,,,51.497,0.308388,0.293266,1,rim is mouth/drinking contact; keep prior hand grasp anchor,hidden,unknown,far_side,body,False,True,True,force_hidden_far_side,0.95
73,3.000000,467.110,94.767,articraft_surface_contact_region_keyframe_affine,1.000000,3.500708,3.536122,-0.035414,-0.412117,-0.632235,3.500708,-0.112340,0.030436,0.055072,handle_loop,rim_ring,580,0.060944,-0.084620,0.013135,0.003628,left_hand,0.794802,517.704,110.939,,rim_drinking_contact,held_during_rim_drinking,0,1,1,,,53.116,0.321034,0.306335,1,rim is mouth/drinking contact; keep prior hand grasp anchor,hidden,unknown,far_side,body,False,True,True,force_hidden_far_side,0.95
74,3.041667,468.689,94.190,articraft_surface_contact_region_keyframe_affine,1.000000,3.492320,3.535794,-0.043474,-0.407375,-0.632092,3.492320,-0.115397,0.037525,0.057086,handle_loop,body_shell_or_occluded_handle_region,580,0.066331,-0.084620,0.013135,0.003628,left_hand,0.776762,517.938,110.831,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,51.984,0.326735,0.313495,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
75,3.083333,468.006,94.652,articraft_surface_contact_region_keyframe_affine,1.000000,3.530511,3.551716,-0.021205,-0.413472,-0.637894,3.530511,-0.078145,0.014378,0.050663,handle_loop,body_shell_or_occluded_handle_region,599,0.045934,-0.079355,0.013609,0.004751,left_hand,0.771536,517.693,110.700,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,52.214,0.291151,0.274547,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
76,3.125000,464.629,93.862,articraft_surface_contact_region_keyframe_affine,1.000000,3.533685,3.562977,-0.029292,-0.421969,-0.640368,3.533685,-0.073441,0.006126,0.056219,handle_loop,body_shell_or_occluded_handle_region,577,0.052315,-0.081499,0.010922,0.004751,left_hand,0.763069,517.790,110.599,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,55.733,0.290926,0.271119,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
77,3.166667,466.611,91.865,articraft_surface_contact_region_keyframe_affine,1.000000,3.522489,3.563349,-0.040860,-0.415878,-0.643129,3.522489,-0.078224,0.014950,0.059585,handle_loop,rim_ring,621,0.054860,-0.076927,0.016023,0.004751,left_hand,0.749557,517.630,110.468,,rim_drinking_contact,held_during_rim_drinking,0,1,1,,,54.305,0.299187,0.282368,1,rim is mouth/drinking contact; keep prior hand grasp anchor,hidden,unknown,far_side,body,False,True,True,force_hidden_far_side,0.95
78,3.208333,469.012,93.122,articraft_surface_contact_region_keyframe_affine,1.000000,3.505523,3.555241,-0.049718,-0.408144,-0.637031,3.505523,-0.084054,0.031398,0.067716,handle_loop,rim_ring,644,0.064757,-0.075030,0.019253,0.004751,left_hand,0.761626,517.445,110.425,,rim_drinking_contact,held_during_rim_drinking,0,1,1,,,51.431,0.312514,0.298923,1,rim is mouth/drinking contact; keep prior hand grasp anchor,hidden,unknown,far_side,body,False,True,True,force_hidden_far_side,0.95
79,3.250000,466.483,92.625,articraft_surface_contact_region_keyframe_affine,1.000000,3.503156,3.551117,-0.047961,-0.413901,-0.637787,3.503156,-0.082772,0.027708,0.076215,handle_loop,body_shell_or_occluded_handle_region,644,0.072378,-0.075030,0.019253,0.004751,left_hand,0.756496,517.260,110.397,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,53.797,0.316570,0.301559,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
80,3.291667,467.730,93.207,articraft_surface_contact_region_keyframe_affine,1.000000,3.489495,3.542475,-0.052980,-0.409324,-0.633917,3.489495,-0.084763,0.038663,0.087772,body_shell,body_shell,48,0.082062,-0.028284,0.041000,0.028284,left_hand,0.765427,517.243,110.376,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,52.405,0.328141,0.314920,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
81,3.333333,467.339,90.882,articraft_surface_contact_region_keyframe_affine,1.000000,3.477447,3.535185,-0.057738,-0.408837,-0.637233,3.477447,-0.088918,0.039536,0.098558,body_shell,body_shell,52,0.092757,-0.026374,0.041000,0.030074,left_hand,0.770640,517.158,110.330,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,53.480,0.339025,0.326544,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
82,3.375000,468.268,93.433,articraft_surface_contact_region_keyframe_affine,1.000000,3.494324,3.537965,-0.043641,-0.408610,-0.634256,3.494324,-0.070748,0.034562,0.092697,body_shell,body_shell,56,0.076881,-0.024350,0.041000,0.031734,left_hand,0.775013,517.121,110.229,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,51.660,0.322409,0.309228,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
83,3.416667,468.594,93.205,articraft_surface_contact_region_keyframe_affine,1.000000,3.545097,3.560887,-0.015791,-0.413761,-0.644022,3.545097,-0.044549,0.003058,0.060867,body_shell,rim_ring,56,0.051927,-0.024350,0.041000,0.031734,left_hand,0.787238,517.102,110.092,,rim_drinking_contact,held_during_rim_drinking,0,1,1,,,51.363,0.275482,0.258390,1,rim is mouth/drinking contact; keep prior hand grasp anchor,hidden,unknown,far_side,body,False,True,True,force_hidden_far_side,0.95
84,3.458333,469.650,94.615,articraft_surface_contact_region_keyframe_affine,1.000000,3.481151,3.536503,-0.055352,-0.403794,-0.629063,3.481151,-0.102600,0.043350,0.083787,handle_loop,body_shell_or_occluded_handle_region,623,0.086719,-0.078703,0.018026,0.004366,left_hand,0.819018,516.951,109.748,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,49.663,0.334957,0.323415,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
85,3.500000,470.337,93.012,articraft_surface_contact_region_keyframe_affine,1.000000,3.489225,3.534982,-0.045757,-0.403099,-0.634331,3.489225,-0.115767,0.037598,0.058813,handle_loop,body_shell_or_occluded_handle_region,580,0.067926,-0.084620,0.013135,0.003628,left_hand,0.843398,516.806,108.705,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,49.047,0.329009,0.317712,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
86,3.541667,472.518,96.307,articraft_surface_contact_region_keyframe_affine,1.000000,3.476570,3.515471,-0.038901,-0.396474,-0.624230,3.476570,-0.131949,0.048799,0.035715,handle_loop,body_shell_or_occluded_handle_region,581,0.067110,-0.085350,0.013652,0.002595,left_hand,0.830375,516.420,106.473,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,45.064,0.344196,0.334056,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
87,3.583333,471.831,99.085,articraft_surface_contact_region_keyframe_affine,1.000000,3.480639,3.511635,-0.030996,-0.398566,-0.618377,3.480639,-0.137367,0.044081,0.032148,handle_loop,body_shell_or_occluded_handle_region,581,0.067119,-0.085350,0.013652,0.002595,left_hand,0.814674,516.755,104.354,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,45.232,0.347045,0.334963,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
88,3.625000,476.664,103.565,articraft_surface_contact_region_keyframe_affine,1.000000,3.501438,3.513673,-0.012235,-0.389425,-0.611391,3.501438,-0.124854,0.040007,0.029426,handle_loop,body_shell_or_occluded_handle_region,581,0.054545,-0.085350,0.013652,0.002595,left_hand,0.760031,517.946,105.195,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,41.314,0.329484,0.317410,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
89,3.666667,492.576,112.108,articraft_handle_mesh_nearest_active_hand,0.754207,3.589960,3.585762,0.004198,-0.360373,-0.605964,3.589960,-0.047598,0.024253,-0.004366,handle_loop,handle_loop,829,0.000000,-0.047598,0.024253,-0.004366,left_hand,0.754207,519.544,107.981,articraft_handle_mesh_nearest_active_hand,handle_contact_point_misaligned,confirmed_handle_but_projected_point_not_on_hand,0,1,0,,,27.282,0.240085,0.230150,1,"VLM confirms handle contact, but projected Articraft handle point is too far from active hand; do not use this wrong point, fit handle/mug pose first",visible,right,none,handle,True,False,False,force_visible,0.95
90,3.708333,494.147,117.319,articraft_handle_mesh_nearest_active_hand,0.744921,3.599254,3.636075,-0.036821,-0.357457,-0.594761,3.599254,-0.051431,0.023981,-0.004751,handle_loop,handle_loop,808,0.000000,-0.051431,0.023981,-0.004751,left_hand,0.744921,520.800,111.298,articraft_handle_mesh_nearest_active_hand,handle_contact_point_misaligned,confirmed_handle_but_projected_point_not_on_hand,0,1,0,,,27.325,0.232377,0.221420,1,"VLM confirms handle contact, but projected Articraft handle point is too far from active hand; do not use this wrong point, fit handle/mug pose first",visible,right,none,handle,True,False,False,force_visible,0.95
91,3.750000,495.216,119.471,articraft_handle_mesh_nearest_active_hand,0.746545,3.599897,3.614029,-0.014132,-0.354899,-0.589593,3.599897,-0.054917,0.024538,-0.004751,handle_loop,handle_loop,786,0.000000,-0.054917,0.024538,-0.004751,left_hand,0.746545,522.028,115.115,articraft_handle_mesh_nearest_active_hand,handle_contact_point_misaligned,confirmed_handle_but_projected_point_not_on_hand,0,1,0,,,27.163,0.232173,0.222115,1,"VLM confirms handle contact, but projected Articraft handle point is too far from active hand; do not use this wrong point, fit handle/mug pose first",visible,right,none,handle,True,False,False,force_visible,0.95
92,3.791667,498.026,122.397,articraft_handle_mesh_nearest_active_hand,0.744363,3.596310,3.587574,0.008736,-0.347665,-0.581841,3.596310,-0.058441,0.024677,-0.004751,handle_loop,handle_loop,764,0.000000,-0.058441,0.024677,-0.004751,left_hand,0.744363,523.788,118.701,articraft_handle_mesh_nearest_active_hand,handle_contact_point_misaligned,confirmed_handle_but_projected_point_not_on_hand,0,1,0,,,26.026,0.233542,0.224451,1,"VLM confirms handle contact, but projected Articraft handle point is too far from active hand; do not use this wrong point, fit handle/mug pose first",visible,right,none,handle,True,False,False,force_visible,0.95
93,3.833333,500.840,126.272,articraft_handle_mesh_nearest_active_hand,0.771729,3.592254,3.563632,0.028622,-0.340389,-0.571707,3.592254,-0.061958,0.024398,-0.004751,handle_loop,handle_loop,742,0.000000,-0.061958,0.024398,-0.004751,left_hand,0.771729,525.543,122.955,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,500.840,126.272,24.924,0.236588,0.228330,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,right,none,handle,True,False,False,force_visible,0.95
94,3.875000,504.804,129.364,articraft_handle_mesh_nearest_active_hand,0.809116,3.586501,3.562330,0.024171,-0.330163,-0.563239,3.586501,-0.068783,0.022605,-0.004751,handle_loop,handle_loop,698,0.000000,-0.068783,0.022605,-0.004751,left_hand,0.809116,527.334,127.474,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,504.804,129.364,22.609,0.239930,0.233369,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,right,none,handle,True,False,False,force_visible,0.95
95,3.916667,508.522,135.349,articraft_handle_mesh_nearest_active_hand,0.833255,3.588410,3.587222,0.001188,-0.321255,-0.548917,3.588410,-0.068783,0.022605,-0.004751,handle_loop,handle_loop,698,0.000000,-0.068783,0.022605,-0.004751,left_hand,0.833255,530.240,133.091,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,508.522,135.349,21.835,0.233043,0.226629,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,right,none,handle,True,False,False,force_visible,0.95
