frame,time,mug_axial_phase_rad,mug_axial_phase_deg,vlm_visibility,vlm_hand_contact_part,vlm_handle_contact,visibility_alpha,source,reprojection_error_px
216,8.958333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
217,9.0,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
218,9.041667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
219,9.083333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
220,9.125,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
221,9.166667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
222,9.208333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
223,9.25,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
224,9.291667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
225,9.333333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
226,9.375,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
227,9.416667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
228,9.458333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
229,9.5,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
230,9.541667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
231,9.583333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
232,9.625,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
233,9.666667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
234,9.708333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
235,9.75,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
236,9.791667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
237,9.833333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
238,9.875,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
239,9.916667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
240,9.958333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
