frame,time,phase,contact_active,hand_side,contact_object_part,contact_fingers,primary_contact_finger,grasp_type,contact_point_2d_u,contact_point_2d_v,chair_local_point_id,chair_local_part,chair_local_role,chair_local_x,chair_local_y,chair_local_z,source
70,2.875000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,742.052,269.926,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
70,2.875000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,807.591,274.148,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
71,2.916667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,738.691,270.331,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
71,2.916667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,804.761,267.547,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
72,2.958333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,734.187,270.781,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
72,2.958333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,798.018,260.642,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
73,3.000000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,728.984,271.270,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
73,3.000000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,784.594,265.024,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
74,3.041667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,724.397,271.776,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
74,3.041667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,771.774,270.444,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
75,3.083333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,720.928,272.255,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
75,3.083333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,765.363,275.359,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
76,3.125000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,717.315,272.821,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
76,3.125000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,762.299,274.725,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
77,3.166667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,713.705,273.422,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
77,3.166667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,758.259,275.191,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
78,3.208333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,710.091,274.135,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
78,3.208333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,754.084,275.845,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
79,3.250000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,706.288,274.854,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
79,3.250000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,749.843,276.530,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
80,3.291667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,702.081,275.664,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
80,3.291667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,745.445,277.027,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
81,3.333333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,697.691,276.447,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
81,3.333333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,740.281,280.393,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
82,3.375000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,692.802,277.387,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
82,3.375000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,739.547,275.893,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
83,3.416667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,687.768,278.210,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
83,3.416667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,735.835,275.479,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
84,3.458333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,682.338,279.005,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
84,3.458333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,729.156,278.369,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
85,3.500000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,676.969,279.649,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
85,3.500000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,719.946,286.590,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
86,3.541667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,671.290,280.261,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
86,3.541667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,714.754,284.323,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
87,3.583333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,665.613,280.694,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
87,3.583333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,709.140,284.691,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
88,3.625000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,659.531,281.077,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
88,3.625000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,703.366,284.419,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
89,3.666667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,653.348,281.243,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
89,3.666667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,697.660,284.467,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
90,3.708333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,647.023,281.301,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
90,3.708333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,689.895,283.835,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
91,3.750000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,640.555,281.326,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
91,3.750000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,688.981,280.823,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
92,3.791667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,633.919,281.446,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
92,3.791667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,690.099,276.118,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
93,3.833333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,627.351,281.718,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
93,3.833333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,689.414,271.629,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
94,3.875000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,620.800,282.192,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
94,3.875000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,680.801,278.471,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
95,3.916667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,614.374,282.531,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
95,3.916667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,673.500,287.513,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
96,3.958333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,607.321,284.440,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
96,3.958333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,665.110,291.067,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
97,4.000000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,600.509,287.259,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
97,4.000000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,658.200,287.101,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
98,4.041667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,594.104,289.912,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
98,4.041667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,651.793,286.262,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
99,4.083333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,588.637,291.233,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
99,4.083333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,648.028,286.425,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
100,4.125000,qwen_verified_contact,1,right_hand,top_rail,"[""pinky"", ""ring"", ""middle"", ""index"", ""thumb""]",pinky,top_rail_grasp,583.209,292.703,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state+qwen_semantics
100,4.125000,stable_grasp_contact,1,left_hand,top_rail,"[""pinky"", ""ring"", ""middle"", ""index"", ""thumb""]",pinky,two_hand_top_rail_endpoint_grasp,644.203,284.659,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
101,4.166667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,578.029,294.134,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
101,4.166667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,639.603,285.129,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
102,4.208333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,573.144,295.673,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
102,4.208333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,633.699,293.953,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
103,4.250000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,568.369,297.467,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
103,4.250000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,628.507,298.982,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
104,4.291667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,563.548,299.574,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
104,4.291667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,624.422,298.400,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
105,4.333333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,558.661,301.855,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
105,4.333333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,620.082,299.948,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
106,4.375000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,553.756,304.416,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
106,4.375000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,615.250,308.339,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
107,4.416667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,548.875,307.356,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
107,4.416667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,610.361,314.711,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
108,4.458333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,543.929,310.486,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
108,4.458333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,605.558,316.937,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
109,4.500000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,538.903,313.788,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
109,4.500000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,600.439,320.210,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
110,4.541667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,533.785,317.468,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
110,4.541667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,595.256,323.887,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
111,4.583333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,528.414,321.503,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
111,4.583333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,589.948,327.748,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
112,4.625000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,522.648,324.485,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
112,4.625000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,584.571,331.613,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
113,4.666667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,518.800,333.638,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
113,4.666667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,579.414,335.228,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
114,4.708333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,513.872,339.140,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
114,4.708333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,574.288,338.824,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
115,4.750000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,507.265,340.005,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
115,4.750000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,569.208,342.257,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
116,4.791667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,501.601,343.623,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
116,4.791667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,563.741,345.605,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
117,4.833333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,496.493,349.043,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
117,4.833333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,558.518,348.881,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
118,4.875000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,491.742,355.082,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
118,4.875000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,553.409,352.137,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
119,4.916667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,486.697,359.450,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
119,4.916667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,549.004,355.443,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
120,4.958333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,483.406,368.264,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
120,4.958333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,544.954,358.836,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
121,5.000000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,478.245,370.748,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
121,5.000000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,541.253,363.378,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
122,5.041667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,473.558,374.273,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
122,5.041667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,537.641,362.490,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
123,5.083333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,469.493,379.044,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
123,5.083333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,534.472,364.469,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
