frame,time,source,initializer_heading_rad,tx,ty,tz,qw,qx,qy,qz,generic_solve_attempt_id,grasp_correction_m,grasp_audio_weight,grasp_active
143,5.916667,generic_sequence_executor,1.0587687948562285,0.282803295,0.823946821,4.532377182,0.609012158,0.514553845,-0.489431611,0.353263683,generic-solve-93755e7aab23,0.220000000,1.000000,1
144,5.958333,generic_sequence_executor,1.024055063877336,0.273513971,0.832058264,4.535930325,0.601777306,0.516548733,-0.492036915,0.359083772,generic-solve-93755e7aab23,0.220000000,1.000000,1
145,6.0,generic_sequence_executor,0.9893413328984435,0.260654001,0.842197043,4.559737060,0.596454374,0.524842427,-0.487075947,0.362683924,generic-solve-93755e7aab23,0.220000000,0.945959,1
146,6.041667,generic_sequence_executor,0.9199138709406576,0.242925485,0.846584780,4.604455140,0.592058611,0.538973464,-0.475068592,0.365080865,generic-solve-93755e7aab23,0.220000000,0.945959,1
147,6.083333,generic_sequence_executor,0.885200139961765,0.222231752,0.846504672,4.635869342,0.588297908,0.556659253,-0.458231552,0.366141902,generic-solve-93755e7aab23,0.220000000,1.000000,1
148,6.125,generic_sequence_executor,0.8504864089828725,0.200723166,0.846566408,4.641068700,0.585230080,0.575871235,-0.438597969,0.365390059,generic-solve-93755e7aab23,0.220000000,0.945959,1
149,6.166667,generic_sequence_executor,0.8157726780039796,0.178750390,0.847410909,4.636676489,0.583914211,0.595027723,-0.417397354,0.361615337,generic-solve-93755e7aab23,0.220000000,0.800737,1
150,6.208333,generic_sequence_executor,0.7463452160461941,0.157416292,0.848897528,4.634255678,0.586322013,0.612917815,-0.395098125,0.352782824,generic-solve-93755e7aab23,0.220000000,0.945959,1
151,6.25,generic_sequence_executor,0.7116314850673016,0.139847381,0.850700423,4.634690340,0.593745991,0.629497315,-0.370778818,0.337226774,generic-solve-93755e7aab23,0.220000000,1.000000,1
152,6.291667,generic_sequence_executor,0.6074902921306231,0.122893386,0.852128967,4.635342432,0.605846936,0.645674090,-0.342436685,0.314311274,generic-solve-93755e7aab23,0.220000000,1.000000,1
153,6.333333,generic_sequence_executor,0.5033490991939447,0.095169421,0.853325908,4.631633350,0.620841923,0.662127481,-0.308581168,0.284464705,generic-solve-93755e7aab23,0.220000000,1.000000,1
154,6.375,generic_sequence_executor,0.39920790625726665,0.057154220,0.853977916,4.627559728,0.636119254,0.678648845,-0.269574196,0.249234413,generic-solve-93755e7aab23,0.220000000,1.000000,1
155,6.416667,generic_sequence_executor,0.29506671332058865,0.023009727,0.852922134,4.636926304,0.649408177,0.694271216,-0.227565373,0.210880295,generic-solve-93755e7aab23,0.220000000,1.000000,1
156,6.458333,generic_sequence_executor,0.1909255203839102,-0.003109994,0.850054902,4.665289593,0.659800555,0.707744595,-0.185129710,0.171720138,generic-solve-93755e7aab23,0.220000000,1.000000,1
157,6.5,generic_sequence_executor,0.08678432744723175,-0.023875554,0.846978063,4.699764010,0.667564189,0.718075452,-0.144267838,0.133837552,generic-solve-93755e7aab23,0.220000000,1.000000,1
158,6.541667,generic_sequence_executor,0.017356865489446704,-0.037705172,0.845863182,4.715489178,0.673293001,0.724924673,-0.106582538,0.098999577,generic-solve-93755e7aab23,0.220000000,1.000000,1
159,6.583333,generic_sequence_executor,0.017356865489446704,-0.046703622,0.848185993,4.692662763,0.677494799,0.728612666,-0.073610507,0.068599374,generic-solve-93755e7aab23,0.220000000,1.000000,1
160,6.625,generic_sequence_executor,0.017356865489446704,-0.058605639,0.853322570,4.638834881,0.680565669,0.729896199,-0.046646630,0.043657768,generic-solve-93755e7aab23,0.220000000,0.945959,1
161,6.666667,generic_sequence_executor,0.12149805842612471,-0.080121736,0.857988512,4.593239441,0.682611911,0.729885343,-0.026367600,0.024761149,generic-solve-93755e7aab23,0.220000000,0.945959,1
162,6.708333,generic_sequence_executor,0.1909255203839102,-0.110217694,0.858598383,4.594210987,0.683394279,0.729842601,-0.012661309,0.011904955,generic-solve-93755e7aab23,0.220000000,1.000000,1
163,6.75,generic_sequence_executor,0.12149805842612471,-0.143291344,0.855131741,4.641279972,0.682856806,0.730522800,-0.004787024,0.004483942,generic-solve-93755e7aab23,0.220000000,1.000000,1
164,6.791667,generic_sequence_executor,0.052070596468339225,-0.172982840,0.850892888,4.700241456,0.681583847,0.731736416,-0.001696907,0.001548080,generic-solve-93755e7aab23,0.220000000,1.000000,1
165,6.833333,generic_sequence_executor+vlm_discrete_orientation_projection,0.052070596468339225,-0.191836811,0.848293974,4.741017232,0.0023164559996713277,0.002101152999701883,0.6803921929034498,-0.732841512896007,generic-solve-93755e7aab23,0.220000000,1.000000,1
166,6.875,generic_sequence_executor+vlm_discrete_orientation_projection,0.017356865489446704,-0.200991836,0.846924040,4.757580994,0.005811651366493648,0.005370571947592848,0.6796703237179035,-0.7334750389226279,generic-solve-93755e7aab23,0.220000000,1.000000,1
167,6.916667,generic_sequence_executor+vlm_discrete_orientation_projection,0.017356865489446704,-0.209388110,0.846218418,4.755863903,0.011522448880292184,0.010739817400540776,0.6793247551705646,-0.7336687035075551,generic-solve-93755e7aab23,0.220000000,1.000000,1
168,6.958333,generic_sequence_executor+vlm_discrete_orientation_projection,0.017356865489446704,-0.220256843,0.846289893,4.737562951,0.018831862313929245,0.01759905719556513,0.679107290883804,-0.7335863423047605,generic-solve-93755e7aab23,0.220000000,1.000000,1
169,7.0,generic_sequence_executor+vlm_discrete_orientation_projection,0.017356865489446704,-0.231706169,0.847548491,4.702374897,0.02721468262595029,0.025398569440673858,0.6788354891915006,-0.7333462022360736,generic-solve-93755e7aab23,0.220000000,1.000000,1
170,7.041667,generic_sequence_executor+vlm_discrete_orientation_projection,0.052070596468339225,-0.242356479,0.849873821,4.660221793,0.03616616044443914,0.03364675139967324,0.6784569180351873,-0.7329775680941069,generic-solve-93755e7aab23,0.220000000,1.000000,1
171,7.083333,generic_sequence_executor+vlm_discrete_orientation_projection,0.052070596468339225,-0.251446711,0.852760062,4.627534744,0.04517270988841348,0.04188708504292331,0.6780181826056069,-0.7324590380657025,generic-solve-93755e7aab23,0.220000000,1.000000,1
172,7.125,generic_sequence_executor+vlm_discrete_orientation_projection,0.08678432744723175,-0.257879295,0.856321891,4.609633878,0.05373370084744823,0.049649073953973395,0.677580283510499,-0.7318009416819453,generic-solve-93755e7aab23,0.220000000,1.000000,1
173,7.166667,generic_sequence_executor+vlm_discrete_orientation_projection,0.1909255203839102,-0.260838984,0.860906219,4.600261655,0.06135109213846466,0.05649085309952625,0.6771670008802392,-0.7310880110686864,generic-solve-93755e7aab23,0.220000000,1.000000,1
174,7.208333,generic_sequence_executor+vlm_discrete_orientation_projection,0.2603529823416957,-0.260652504,0.866109986,4.593875271,0.06756471472248453,0.06210167966535872,0.6767777754297394,-0.7304452295631643,generic-solve-93755e7aab23,0.220000000,1.000000,1
175,7.25,generic_sequence_executor+vlm_discrete_orientation_projection,0.29506671332058865,-0.258566118,0.870975035,4.588287061,0.07210331161555397,0.06636238786395299,0.6764117969072926,-0.7299754974899583,generic-solve-93755e7aab23,0.220000000,1.000000,1
176,7.291667,generic_sequence_executor+vlm_discrete_orientation_projection,0.29506671332058865,-0.256118495,0.874586118,4.584304548,0.07500799401700788,0.06940125628008724,0.6760663043766638,-0.7297202330665983,generic-solve-93755e7aab23,0.220000000,1.000000,1
177,7.333333,generic_sequence_executor+vlm_discrete_orientation_projection,0.29506671332058865,-0.254350052,0.876403837,4.584966501,0.07671713921113249,0.0716170988432707,0.6757374491972341,-0.7296330389017128,generic-solve-93755e7aab23,0.220000000,1.000000,1
178,7.375,generic_sequence_executor+vlm_discrete_orientation_projection,0.29506671332058865,-0.254181112,0.876683555,4.589380263,0.07801379853040134,0.07351964954971786,0.675437749300634,-0.7295838232777908,generic-solve-93755e7aab23,0.220000000,1.000000,1
179,7.416667,generic_sequence_executor+vlm_discrete_orientation_projection,0.29506671332058865,-0.256371942,0.876161818,4.592856036,0.0795351063724442,0.07545077760954075,0.6751794206266196,-0.729461511647285,generic-solve-93755e7aab23,0.220000000,0.945959,1
180,7.458333,generic_sequence_executor+vlm_discrete_orientation_projection,0.2603529823416957,-0.260596110,0.875220169,4.593934877,0.08136611598569514,0.07749164544630503,0.6749441762232026,-0.7292632988419266,generic-solve-93755e7aab23,0.220000000,0.800737,1
181,7.5,generic_sequence_executor+vlm_discrete_orientation_projection,0.2603529823416957,-0.265538316,0.873903728,4.594245041,0.08332778582295303,0.07960995069146402,0.6747052865397354,-0.7290346440163734,generic-solve-93755e7aab23,0.220000000,0.606531,1
182,7.541667,generic_sequence_executor+vlm_discrete_orientation_projection,0.22563925136280272,-0.269969600,0.872316200,4.594539416,0.08533806800453918,0.081782335360235,0.6744541279197311,-0.7287939990863769,generic-solve-93755e7aab23,0.220000000,0.411112,1
183,7.583333,generic_sequence_executor+vlm_discrete_orientation_projection,0.1909255203839102,-0.273095114,0.870669449,4.594700728,0.08738823411835112,0.08399881999087581,0.6741914775183662,-0.7285419318195894,generic-solve-93755e7aab23,0.220000000,0.249352,1
184,7.625,generic_sequence_executor+vlm_discrete_orientation_projection,0.15621178940501768,-0.274581390,0.869220144,4.594661788,0.08946961533604705,0.08624930860925165,0.673918408341916,-0.7282789462794765,generic-solve-93755e7aab23,0.220000000,0.135335,1
185,7.666667,generic_sequence_executor+vlm_discrete_orientation_projection,0.15621178940501768,-0.274352199,0.868256091,4.594420531,0.09157321956690714,0.08852362592226133,0.6736359236106426,-0.7280058760291452,generic-solve-93755e7aab23,0.220000000,0.000000,1
186,7.708333,generic_sequence_executor+vlm_discrete_orientation_projection,0.15621178940501768,-0.272435482,0.867998386,4.594025862,0.09368979540470251,0.09081186462668223,0.6733449254527659,-0.7277238754136485,generic-solve-93755e7aab23,0.220000000,0.000000,1
187,7.75,generic_sequence_executor+vlm_discrete_orientation_projection,0.12149805842612471,-0.269006523,0.868501828,4.593564782,0.09581006029760647,0.0931041636699602,0.6730465201488086,-0.7274341405025379,generic-solve-93755e7aab23,0.220000000,0.000000,1
188,7.791667,generic_sequence_executor+vlm_discrete_orientation_projection,0.12149805842612471,-0.264497997,0.869576468,4.593132669,0.09792495861567185,0.09539051432031431,0.672742044720112,-0.7271378779321208,generic-solve-93755e7aab23,0.220000000,0.000000,1
189,7.833333,generic_sequence_executor+vlm_discrete_orientation_projection,0.12149805842612471,-0.259606221,0.870860291,4.592800502,0.1000253414185884,0.0976609523357514,0.6724329438276703,-0.7268364365648039,generic-solve-93755e7aab23,0.220000000,0.000000,1
190,7.875,generic_sequence_executor+vlm_discrete_orientation_projection,0.12149805842612471,-0.255182196,0.871955895,4.592583586,0.10210189958914359,0.0999056026066996,0.6721207637582709,-0.726531314943189,generic-solve-93755e7aab23,0.220000000,0.000000,1
191,7.916667,generic_sequence_executor+vlm_discrete_orientation_projection,0.12149805842612471,-0.251978763,0.872567635,4.592440722,0.10414541670453803,0.10211460478360568,0.6718071508997505,-0.7262241332187234,generic-solve-93755e7aab23,0.220000000,0.000000,1
192,7.958333,generic_sequence_executor+vlm_discrete_orientation_projection,0.12149805842612471,-0.250462776,0.872536189,4.592310988,0.10614677465942676,0.10427811458529629,0.6714938430200348,-0.725916631462678,generic-solve-93755e7aab23,0.220000000,0.000000,1
193,8.0,generic_sequence_executor+vlm_discrete_orientation_projection,0.12149805842612471,-0.250721340,0.871845662,4.592162341,0.10809686939372207,0.10638629184818761,0.6711826800546936,-0.725610662634355,generic-solve-93755e7aab23,0.220000000,0.000000,1
194,8.041667,generic_sequence_executor+vlm_discrete_orientation_projection,0.12149805842612471,-0.252519625,0.870620904,4.592016761,0.10998660506484764,0.10842930509866378,0.6708756033978786,-0.725308180891173,generic-solve-93755e7aab23,0.220000000,0.000000,1
195,8.083333,generic_sequence_executor+vlm_discrete_orientation_projection,0.12149805842612471,-0.255427531,0.869067934,4.591926030,0.1118069077254068,0.11039733540964611,0.670574637770851,-0.7250112405320517,generic-solve-93755e7aab23,0.220000000,0.000000,1
196,8.125,generic_sequence_executor+vlm_discrete_orientation_projection,0.12149805842612471,-0.258966947,0.867442925,4.591939954,0.1135487361472157,0.11228055616348323,0.670281855808986,-0.7247220122227905,generic-solve-93755e7aab23,0.220000000,0.000000,1
197,8.166667,generic_sequence_executor+vlm_discrete_orientation_projection,0.12149805842612471,-0.262667482,0.866005531,4.592079292,0.1152030574777064,0.11406913605111202,0.6699994072153831,-0.7244427389927905,generic-solve-93755e7aab23,0.220000000,0.000000,1
198,8.208333,generic_sequence_executor+vlm_discrete_orientation_projection,0.12149805842612471,-0.266151750,0.865000237,4.592349401,0.11676078598891508,0.11575334398575853,0.6697296450492416,-0.7241755897250213,generic-solve-93755e7aab23,0.220000000,0.000000,1
199,8.25,generic_sequence_executor+vlm_discrete_orientation_projection,0.12149805842612471,-0.269165635,0.864581205,4.592734882,0.11821285679112198,0.11732350895772638,0.6694749508587112,-0.7239227893276011,generic-solve-93755e7aab23,0.220000000,0.000000,1
200,8.291667,generic_sequence_executor+vlm_discrete_orientation_projection,0.12149805842612471,-0.271606504,0.864748222,4.593190675,0.11955032610610146,0.1187698614178872,0.669237520214564,-0.723686797643678,generic-solve-93755e7aab23,0.220000000,0.000000,1
201,8.333333,generic_sequence_executor+vlm_discrete_orientation_projection,0.12149805842612471,-0.273477365,0.865365585,4.593663234,0.12076426425985508,0.12008257947232195,0.6690195530044458,-0.723470112916063,generic-solve-93755e7aab23,0.220000000,0.000000,1
202,8.375,generic_sequence_executor+vlm_discrete_orientation_projection,0.12149805842612471,-0.274794575,0.866248711,4.594107238,0.12184568597672873,0.12125188169424123,0.6688233866024639,-0.7232751119235871,generic-solve-93755e7aab23,0.220000000,0.000000,1
203,8.416667,generic_sequence_executor+vlm_discrete_orientation_projection,0.12149805842612471,-0.275540545,0.867229259,4.594475312,0.12278554181561122,0.12226806058599932,0.6686513910498313,-0.723104106839887,generic-solve-93755e7aab23,0.220000000,0.000000,1
204,8.458333,generic_sequence_executor+vlm_discrete_orientation_projection,0.12149805842612471,-0.275736884,0.868184641,4.594734141,0.1235747370902942,0.12312143807276228,0.6685059148578549,-0.7229593609878926,generic-solve-93755e7aab23,0.220000000,0.000000,1
205,8.5,generic_sequence_executor+vlm_discrete_orientation_projection,0.08678432744723175,-0.275440292,0.869005686,4.594866017,0.12420424431533295,0.12380226002470715,0.6683892061403572,-0.7228431193709289,generic-solve-93755e7aab23,0.220000000,0.000000,1
206,8.541667,generic_sequence_executor+vlm_discrete_orientation_projection,0.08678432744723175,-0.274757034,0.869573901,4.594866021,0.12466509225229334,0.12430069883843198,0.6683033917876392,-0.722757585617157,generic-solve-93755e7aab23,0.220000000,0.000000,1
207,8.583333,generic_sequence_executor+vlm_discrete_orientation_projection,0.08678432744723175,-0.273808188,0.869801013,4.594738897,0.12494826055018995,0.12460694504268717,0.6682505079438822,-0.7227048498974904,generic-solve-93755e7aab23,0.220000000,0.000000,1
208,8.625,generic_sequence_executor+vlm_discrete_orientation_projection,0.08678432744723175,-0.272692419,0.869701747,4.594507379,0.1250446717730507,0.12471118234395798,0.6682324830817337,-0.7226868613818594,generic-solve-93755e7aab23,0.220000000,0.000000,1
209,8.666667,generic_sequence_executor+vlm_discrete_orientation_projection,0.08678432744723175,-0.271447893,0.869418614,4.594208169,0.1250447480658542,0.12471105544943502,0.6682324493342311,-0.7226869012834046,generic-solve-93755e7aab23,0.220000000,0.000000,1
210,8.708333,generic_sequence_executor+vlm_discrete_orientation_projection,0.08678432744723175,-0.270041805,0.869197900,4.593889908,0.1250450695057464,0.1247107327938097,0.6682322735073365,-0.7226870639229336,generic-solve-93755e7aab23,0.220000000,0.000000,1
211,8.75,generic_sequence_executor+vlm_discrete_orientation_projection,0.08678432744723175,-0.268334941,0.869302054,4.593603953,0.125045590968062,0.12471030625747498,0.6682319891540213,-0.7226873102275112,generic-solve-93755e7aab23,0.220000000,0.000000,1
212,8.791667,generic_sequence_executor+vlm_discrete_orientation_projection,0.08678432744723175,-0.266169826,0.869932096,4.593396238,0.12504610378401998,0.12470992434328151,0.6682317531095222,-0.7226875056584995,generic-solve-93755e7aab23,0.220000000,0.000000,1
213,8.833333,generic_sequence_executor+vlm_discrete_orientation_projection,0.08678432744723175,-0.263440482,0.871157316,4.593284482,0.12504670222426584,0.12470947111063299,0.6682315866311513,-0.7226876342560153,generic-solve-93755e7aab23,0.220000000,0.000000,1
214,8.875,generic_sequence_executor+vlm_discrete_orientation_projection,0.08678432744723175,-0.260096604,0.872870361,4.593260154,0.12504748405208288,0.12470883342418403,0.668231427964074,-0.7226877557281,generic-solve-93755e7aab23,0.220000000,0.000000,1
215,8.916667,generic_sequence_executor+vlm_discrete_orientation_projection,0.08678432744723175,-0.256123185,0.874804044,4.593295935,0.12504821469344343,0.12470813550483918,0.6682312908370347,-0.7226878765325732,generic-solve-93755e7aab23,0.220000000,0.000000,1
216,8.958333,generic_sequence_executor+vlm_discrete_orientation_projection,0.08678432744723175,-0.251571309,0.876611551,4.593346671,0.12504889457122081,0.12470740140387901,0.6682311700418683,-0.7226879972616699,generic-solve-93755e7aab23,0.220000000,0.000000,1
217,9.0,generic_sequence_executor+vlm_discrete_orientation_projection,0.08678432744723175,-0.246533081,0.877953763,4.593356600,0.12504990860818294,0.1247064090753452,0.6682310249177686,-0.7226881272236083,generic-solve-93755e7aab23,0.220000000,0.000000,1
218,9.041667,generic_sequence_executor+vlm_discrete_orientation_projection,0.08678432744723175,-0.241099383,0.878593714,4.593292220,0.12505126166461597,0.12470505491758946,0.6682308644135749,-0.7226882751776006,generic-solve-93755e7aab23,0.220000000,0.000000,1
219,9.083333,generic_sequence_executor+vlm_discrete_orientation_projection,0.08678432744723175,-0.235342016,0.878438758,4.593160898,0.12505200495501967,0.12470434140443425,0.6682307340452815,-0.7226883902270193,generic-solve-93755e7aab23,0.220000000,0.000000,1
220,9.125,generic_sequence_executor+vlm_discrete_orientation_projection,0.08678432744723175,-0.229257236,0.877539069,4.593003241,0.12505734007441463,0.12471199206688673,0.6682291530878622,-0.7226876086468479,generic-solve-93755e7aab23,0.220000000,0.000000,1
221,9.166667,generic_sequence_executor+vlm_discrete_orientation_projection,0.08678432744723175,-0.223009944,0.876036237,4.592863455,0.1250645993596088,0.12472426510128186,0.6682267990144232,-0.7226864110808391,generic-solve-93755e7aab23,0.220000000,0.000000,1
222,9.208333,generic_sequence_executor+vlm_discrete_orientation_projection,0.052070596468339225,-0.217009112,0.874204107,4.591796673,0.1239237910123581,0.12372881696185548,0.6684062571033497,-0.7228880614171436,generic-solve-93755e7aab23,0.220000000,0.000000,1
223,9.25,generic_sequence_executor+vlm_discrete_orientation_projection,0.017356865489446704,-0.211423058,0.872289575,4.588321986,0.11760075853347425,0.11817473388984251,0.6693785309269384,-0.7239731874845299,generic-solve-93755e7aab23,0.220000000,0.000000,1
224,9.291667,generic_sequence_executor+vlm_discrete_orientation_projection,-0.01735686548944626,-0.205740376,0.870050133,4.585612275,0.10154841250088192,0.10399160452061885,0.6716902300849192,-0.7264336865235851,generic-solve-93755e7aab23,0.220000000,0.000000,1
225,9.333333,generic_sequence_executor+vlm_discrete_orientation_projection,-0.12149805842612427,-0.200100669,0.866909224,4.591702632,0.07566563332922123,0.08094038197601232,0.6749714315778801,-0.7294771641745699,generic-solve-93755e7aab23,0.220000000,0.000000,1
226,9.375,generic_sequence_executor+vlm_discrete_orientation_projection,-0.22563925136280272,-0.196661709,0.862702460,4.611105238,0.04408896085538679,0.05261827027614463,0.678262343464634,-0.7316062291982633,generic-solve-93755e7aab23,0.220000000,0.000000,1
227,9.416667,generic_sequence_executor+vlm_discrete_orientation_projection,-0.32978044429948117,-0.197459742,0.857836137,4.641333156,0.011363755690834018,0.023097386899128484,0.6807797119611525,-0.7320357638511394,generic-solve-93755e7aab23,0.220000000,0.135335,1
228,9.458333,generic_sequence_executor+vlm_discrete_orientation_projection,-0.4339216372361592,-0.200824594,0.853009132,4.675037759,-0.01914496907155926,-0.004780412362085208,0.6820094104609697,-0.7310771381048502,generic-solve-93755e7aab23,0.220000000,0.249352,1
229,9.5,generic_sequence_executor+vlm_discrete_orientation_projection,-0.5033490991939447,-0.202802924,0.848996394,4.702618469,-0.0452769906852273,-0.029283561744218853,0.681779332591907,-0.7295679603550284,generic-solve-93755e7aab23,0.220000000,0.411112,1
230,9.541667,generic_sequence_executor+vlm_discrete_orientation_projection,-0.5727765611517301,-0.202308627,0.846350161,4.717747981,-0.06609763714938449,-0.049370322438697795,0.6804584127661489,-0.7281277512369246,generic-solve-93755e7aab23,0.220000000,0.606531,1
231,9.583333,generic_sequence_executor+vlm_discrete_orientation_projection,-0.5727765611517301,-0.201223108,0.845089658,4.721082415,-0.0815992887124628,-0.06463214195406572,0.678698413283252,-0.7270025489053294,generic-solve-93755e7aab23,0.220000000,0.800737,1
232,9.625,generic_sequence_executor+vlm_discrete_orientation_projection,-0.46863536821505214,-0.199590874,0.844787887,4.717396360,-0.0923160470546656,-0.07547986609288916,0.6769521194669916,-0.7263032185113516,generic-solve-93755e7aab23,0.220000000,0.945959,1
233,9.666667,generic_sequence_executor+vlm_discrete_orientation_projection,-0.3992079062572662,-0.195761653,0.844936841,4.712802024,-0.09919030472033796,-0.08290277756257002,0.6754334048471228,-0.7260014659341401,generic-solve-93755e7aab23,0.220000000,1.000000,1
234,9.708333,generic_sequence_executor+vlm_discrete_orientation_projection,-0.3992079062572662,-0.190393627,0.845135811,4.713031844,-0.10351364890559275,-0.08781246366345707,0.6743188163128079,-0.7258567556220012,generic-solve-93755e7aab23,0.220000000,1.000000,1
235,9.75,generic_sequence_executor+vlm_discrete_orientation_projection,-0.3644941752783737,-0.185552182,0.845434037,4.717052848,-0.10647266927973247,-0.09085162870457895,0.6736930826000995,-0.7256357093714102,generic-solve-93755e7aab23,0.220000000,1.000000,1
236,9.791667,generic_sequence_executor+vlm_discrete_orientation_projection,-0.4339216372361592,-0.181419151,0.846285939,4.717957264,-0.10864206830223817,-0.09262048636889413,0.6734447379435577,-0.7253209851065487,generic-solve-93755e7aab23,0.220000000,1.000000,1
237,9.833333,generic_sequence_executor+vlm_discrete_orientation_projection,-0.46863536821505214,-0.176900621,0.847603388,4.715228576,-0.11012818172748853,-0.093583452104168,0.673426736500482,-0.7249898976178736,generic-solve-93755e7aab23,0.220000000,1.000000,1
238,9.875,generic_sequence_executor+vlm_discrete_orientation_projection,-0.5033490991939447,-0.172392767,0.848558423,4.717907849,-0.11092875207939995,-0.09395772234982704,0.6736198984939187,-0.7246399041772285,generic-solve-93755e7aab23,0.220000000,1.000000,1
239,9.916667,generic_sequence_executor+vlm_discrete_orientation_projection,-0.5033490991939447,-0.169748035,0.848682719,4.731003611,-0.11114468215513854,-0.09388118818612103,0.6740127683718087,-0.7242513170199734,generic-solve-93755e7aab23,0.220000000,0.945959,1
240,9.958333,generic_sequence_executor+vlm_discrete_orientation_projection,-0.4339216372361592,-0.170061801,0.847922611,4.755066200,-0.11099716101138696,-0.09335087865803811,0.6746824146535155,-0.7237187872775491,generic-solve-93755e7aab23,0.220000000,0.800737,1
